,close,high,low,open,volume
2015-06-25,4706.52,4919.26,4667.22,4906.24,44613598200.0
2015-06-26,4336.19,4650.19,4278.68,4573.87,44663979000.0
2015-06-29,4191.55,4451.17,4000.93,4446.84,52566248200.0
2015-06-30,4473.0,4475.77,4016.01,4161.07,52704528000.0
2015-07-01,4253.02,4526.13,4235.7,4408.98,43172141100.0
2015-07-02,4108.0,4312.19,4000.06,4287.73,45706219400.0
2015-07-03,3885.92,4164.63,3785.9,4017.2,42930085000.0
2015-07-06,3998.54,4218.27,3832.47,4218.27,64809453000.0
2015-07-07,3928.0,3960.64,3743.62,3877.85,67938500700.0
2015-07-08,3663.04,3762.62,3612.25,3651.06,58146709700.0
2015-07-09,3897.63,3930.26,3537.83,3621.68,50387061000.0
2015-07-10,4106.56,4179.11,3887.55,3916.27,50070180200.0
2015-07-13,4211.81,4278.16,4072.43,4132.23,50209218600.0
2015-07-14,4112.15,4258.51,4062.5,4178.63,45442200900.0
2015-07-15,3966.76,4114.24,3899.51,4068.88,42195636700.0
2015-07-16,3997.36,4067.02,3856.32,3949.64,33053134500.0
2015-07-17,4151.5,4190.19,4000.23,4023.76,33110713100.0
2015-07-20,4160.61,4221.69,4106.39,4157.06,35267347200.0
2015-07-21,4166.01,4201.48,4081.7,4109.76,31837494500.0
2015-07-22,4157.16,4187.43,4094.71,4148.56,31894599700.0
2015-07-23,4250.81,4262.06,4148.82,4158.93,35447175900.0
2015-07-24,4176.28,4299.65,4154.62,4255.2,39204537300.0
2015-07-27,3818.73,4156.31,3817.17,4097.8,36505451100.0
2015-07-28,3811.09,3883.45,3627.42,3690.97,38352721600.0
2015-07-29,3930.38,3934.0,3769.19,3839.96,27697284500.0
2015-07-30,3815.41,3968.53,3802.88,3915.78,27154866500.0
2015-07-31,3816.7,3863.62,3757.99,3777.16,22237676700.0
2015-08-03,3829.24,3829.24,3742.58,3766.07,24580503000.0
2015-08-04,3948.16,3948.45,3801.03,3827.37,22023655600.0
2015-08-05,3866.9,3962.28,3858.66,3937.62,20048426900.0
2015-08-06,3831.85,3888.69,3793.24,3802.93,14727869400.0
2015-08-07,3906.95,3926.65,3857.91,3866.43,18334915300.0
2015-08-10,4084.36,4101.73,3932.84,3947.47,30678054000.0
2015-08-11,4066.67,4110.13,4042.0,4083.59,32203419100.0
2015-08-12,4016.13,4078.03,4015.36,4025.67,25514619600.0
2015-08-13,4075.46,4075.7,3967.82,4010.01,24283697900.0
2015-08-14,4073.54,4113.16,4056.73,4097.92,25339299600.0
2015-08-17,4077.87,4081.77,4009.99,4058.11,25693963800.0
2015-08-18,3825.41,4103.05,3816.55,4084.31,31988107000.0
2015-08-19,3886.14,3898.74,3668.19,3748.27,26904983900.0
2015-08-20,3761.45,3880.82,3761.45,3848.4,21216796500.0
2015-08-21,3589.54,3757.78,3578.18,3714.29,21798640300.0
2015-08-24,3275.53,3468.15,3266.55,3454.6,25543665200.0
2015-08-25,3042.93,3200.11,3019.56,3070.01,27608130600.0
2015-08-26,3025.69,3192.93,2952.01,3062.57,30827062300.0
2015-08-27,3205.64,3206.72,3028.4,3092.81,26729493000.0
2015-08-28,3342.29,3353.24,3223.62,3246.24,29949842600.0
2015-08-31,3366.54,3368.28,3205.54,3307.4,28025040300.0
2015-09-01,3362.08,3370.5,3190.58,3296.53,35245852800.0
2015-09-02,3365.83,3387.02,3213.64,3220.85,34778941200.0
2015-09-07,3250.49,3422.22,3240.24,3347.29,20422443100.0
2015-09-08,3334.02,3340.22,3170.81,3221.79,15459963100.0
2015-09-09,3399.3,3426.65,3330.29,3344.82,22046742100.0
2015-09-10,3357.56,3398.32,3337.31,3349.28,14488297100.0
2015-09-11,3347.19,3383.13,3315.48,3349.88,10854750800.0
2015-09-14,3281.13,3373.92,3187.57,3367.64,20545725100.0
2015-09-15,3152.23,3240.08,3131.98,3208.74,14355564100.0
2015-09-16,3309.25,3345.92,3131.37,3149.16,15970999400.0
2015-09-17,3237.0,3354.91,3237.0,3287.66,16940188100.0
2015-09-18,3251.27,3280.88,3227.83,3254.44,10690348100.0
2015-09-21,3308.25,3312.55,3211.93,3222.6,12278866800.0
2015-09-22,3339.03,3371.41,3303.18,3312.37,14622198500.0
2015-09-23,3263.03,3315.93,3253.33,3290.07,12317143900.0
2015-09-24,3285.0,3300.86,3255.9,3278.9,10201123800.0
2015-09-25,3231.95,3290.86,3201.91,3272.66,12141927800.0
2015-09-28,3242.75,3246.55,3186.51,3226.61,7421946800.0
2015-09-29,3178.85,3208.42,3159.04,3197.22,8715063300.0
2015-09-30,3202.95,3223.91,3186.77,3195.9,7855934900.0
2015-10-08,3296.48,3337.33,3294.61,3324.98,13208176800.0
2015-10-09,3340.12,3352.38,3293.97,3302.36,12435250000.0
2015-10-12,3447.69,3486.63,3347.25,3351.14,22140046800.0
2015-10-13,3445.04,3452.05,3413.97,3422.48,14543378600.0
2015-10-14,3406.11,3458.7,3403.23,3431.14,15217393800.0
2015-10-15,3486.82,3486.82,3402.32,3403.39,17115829900.0
2015-10-16,3534.07,3537.54,3487.1,3508.52,20896470900.0
2015-10-19,3534.18,3572.99,3502.51,3548.95,20760674400.0
2015-10-20,3577.7,3577.8,3510.44,3527.88,17902510800.0
2015-10-21,3473.25,3601.24,3417.41,3580.84,28207605000.0
2015-10-22,3524.53,3530.77,3442.31,3453.2,18430558000.0
2015-10-23,3571.24,3581.84,3515.82,3536.84,19829447800.0
2015-10-26,3589.26,3620.76,3561.19,3614.7,20424886300.0
2015-10-27,3592.88,3601.05,3486.1,3569.45,19205614000.0
2015-10-28,3524.92,3598.17,3517.21,3575.8,17097709800.0
2015-10-29,3533.31,3561.81,3507.97,3539.98,12701044600.0
2015-10-30,3534.08,3574.47,3497.57,3530.22,13914191400.0
2015-11-02,3475.96,3543.45,3474.71,3489.22,13000256800.0
2015-11-03,3465.49,3501.7,3452.62,3484.72,10140187600.0
2015-11-04,3628.54,3628.54,3477.16,3477.16,20542386500.0
2015-11-05,3705.97,3781.41,3627.3,3630.78,39804656800.0
2015-11-06,3793.37,3801.7,3694.66,3698.34,29875307600.0
2015-11-09,3840.36,3891.77,3796.38,3796.38,35680482300.0
2015-11-10,3833.24,3876.49,3798.82,3806.67,28651960300.0
2015-11-11,3833.65,3843.11,3781.41,3828.45,23223429600.0
2015-11-12,3795.32,3843.9,3771.27,3841.74,21753764700.0
2015-11-13,3746.24,3793.71,3727.59,3756.2,20348989100.0
2015-11-16,3764.13,3764.41,3680.07,3682.74,16169090100.0
2015-11-17,3758.39,3852.77,3750.16,3790.43,24853307100.0
2015-11-18,3715.58,3771.85,3706.31,3760.46,18568949500.0
2015-11-19,3774.97,3775.23,3714.68,3725.62,15463198900.0
2015-11-20,3774.38,3793.55,3757.03,3778.88,18695168900.0
2015-11-23,3753.34,3802.85,3743.41,3774.44,17562681200.0
2015-11-24,3753.89,3754.17,3702.74,3745.76,14338328300.0
2015-11-25,3781.61,3781.86,3735.72,3747.76,15194494100.0
2015-11-26,3759.43,3805.84,3756.82,3795.24,17352546800.0
2015-11-27,3556.99,3742.74,3534.39,3739.1,20893935800.0
2015-11-30,3566.41,3587.97,3455.07,3554.89,17320116300.0
2015-12-01,3591.7,3617.3,3536.12,3562.32,13653655400.0
2015-12-02,3721.95,3725.85,3573.4,3587.76,21353886500.0
2015-12-03,3749.3,3758.45,3693.14,3709.55,19776212600.0
2015-12-04,3677.59,3726.12,3667.29,3719.73,15119952200.0
2015-12-07,3687.61,3699.34,3658.58,3681.58,11388315000.0
2015-12-08,3623.02,3668.84,3619.45,3668.84,12578108300.0
2015-12-09,3635.94,3655.16,3611.49,3613.42,11332542200.0
2015-12-10,3623.08,3678.32,3615.99,3634.37,12021562500.0
2015-12-11,3608.06,3630.74,3578.15,3605.37,11032248100.0
2015-12-14,3711.32,3712.5,3571.0,3573.88,15176911900.0
2015-12-15,3694.39,3717.36,3679.23,3707.73,12648171000.0
2015-12-16,3685.44,3713.09,3677.45,3703.95,11134272300.0
2015-12-17,3755.89,3768.84,3709.85,3712.78,17792407500.0
2015-12-18,3767.91,3810.22,3750.93,3754.96,17346598000.0
2015-12-21,3865.97,3877.82,3759.99,3762.1,21743527500.0
2015-12-22,3876.73,3880.47,3841.59,3872.1,18030366100.0
2015-12-23,3866.38,3926.69,3862.97,3877.87,20701714700.0
2015-12-24,3829.4,3867.68,3787.08,3858.14,14718139700.0
2015-12-25,3838.2,3848.03,3813.2,3832.09,11962401300.0
2015-12-28,3727.63,3853.39,3727.63,3847.53,15398844000.0
2015-12-29,3761.88,3762.05,3710.48,3723.05,10188555500.0
2015-12-30,3765.18,3765.66,3726.28,3762.91,10562995500.0
2015-12-31,3731.01,3772.62,3727.32,3760.9,10187355600.0
2016-01-04,3469.07,3726.24,3468.95,3725.86,11537067400.0
2016-01-05,3478.78,3518.22,3377.28,3382.18,16211698400.0
2016-01-06,3539.81,3543.74,3468.47,3482.41,14596614400.0
2016-01-07,3294.38,3481.15,3284.74,3481.15,4410264100.0
2016-01-08,3361.56,3418.85,3237.93,3371.87,18595945100.0
2016-01-11,3192.45,3342.48,3192.45,3303.13,17463838700.0
2016-01-12,3215.71,3242.25,3174.55,3214.82,12822579600.0
2016-01-13,3155.88,3257.3,3155.88,3240.48,12066649400.0
2016-01-14,3221.57,3226.66,3072.04,3076.64,13453767100.0
2016-01-15,3118.73,3216.8,3101.05,3200.89,12460177900.0
2016-01-18,3130.73,3165.62,3066.73,3068.23,10112838600.0
2016-01-19,3223.13,3227.91,3119.22,3132.7,12765389300.0
2016-01-20,3174.38,3225.95,3154.43,3204.22,13065050400.0
2016-01-21,3081.35,3202.54,3081.35,3136.38,11118973300.0
2016-01-22,3113.46,3132.17,3053.96,3114.89,8995108700.0
2016-01-25,3128.89,3149.33,3105.1,3129.03,8154006100.0
2016-01-26,2940.51,3106.53,2934.65,3099.6,12693392100.0
2016-01-27,2930.35,2963.54,2839.29,2953.18,13222936600.0
2016-01-28,2853.76,2941.89,2841.84,2909.33,9922275600.0
2016-01-29,2946.09,2965.31,2854.37,2855.6,11330425900.0
2016-02-01,2901.05,2944.52,2869.56,2939.04,8679534200.0
2016-02-02,2961.33,2972.43,2901.51,2901.53,8860196300.0
2016-02-03,2948.64,2954.71,2909.9,2931.29,7738900000.0
2016-02-04,2984.76,2999.21,2960.21,2960.33,9177972400.0
2016-02-05,2963.79,2988.36,2962.85,2982.06,7685080800.0
2016-02-15,2946.71,2961.49,2886.02,2888.43,7291943400.0
2016-02-16,3037.04,3042.09,2962.19,2962.19,11257964300.0
2016-02-17,3063.32,3065.78,3027.05,3034.09,12829160700.0
2016-02-18,3053.7,3093.51,3049.84,3079.53,12440146400.0
2016-02-19,3051.59,3065.97,3032.63,3047.94,8733801200.0
2016-02-22,3118.87,3128.21,3071.33,3083.93,14094696800.0
2016-02-23,3089.36,3119.22,3061.43,3117.2,11256739100.0
2016-02-24,3109.55,3109.55,3055.25,3077.61,11178265000.0
2016-02-25,2918.75,3104.44,2905.46,3104.41,15782975200.0
2016-02-26,2948.03,2964.39,2902.95,2942.1,10694972900.0
2016-02-29,2877.47,2939.87,2821.21,2939.58,12934102000.0
2016-03-01,2930.69,2950.44,2863.32,2881.34,11604591800.0
2016-03-02,3051.33,3054.72,2933.12,2933.92,17597234700.0
2016-03-03,3058.42,3078.44,3040.25,3050.39,17310574400.0
2016-03-04,3093.89,3101.66,3032.42,3047.54,21917253400.0
2016-03-07,3104.84,3130.9,3083.58,3109.0,13246203700.0
2016-03-08,3107.67,3109.25,3001.83,3100.15,13623574200.0
2016-03-09,3071.91,3072.92,3020.13,3045.92,11146624500.0
2016-03-10,3013.15,3074.16,3012.69,3056.21,7607219700.0
2016-03-11,3018.28,3026.44,2982.17,2990.21,7333356400.0
2016-03-14,3065.69,3106.8,3034.0,3039.57,11710865500.0
2016-03-15,3074.78,3077.08,3028.58,3061.34,9831194100.0
2016-03-16,3090.03,3100.35,3064.52,3068.87,12473644800.0
2016-03-17,3124.2,3147.84,3077.57,3096.81,12166177700.0
2016-03-18,3171.96,3197.67,3130.1,3136.22,19730256400.0
2016-03-21,3249.44,3267.78,3198.36,3203.29,23326946400.0
2016-03-22,3225.79,3249.68,3218.73,3231.61,16102089700.0
2016-03-23,3236.09,3242.25,3202.98,3217.73,12567928600.0
2016-03-24,3181.85,3221.91,3181.81,3211.5,13313112200.0
2016-03-25,3197.82,3204.44,3174.32,3176.81,9739533000.0
2016-03-28,3169.73,3229.62,3161.88,3206.95,10344193300.0
2016-03-29,3135.41,3178.07,3122.76,3171.31,9729474700.0
2016-03-30,3216.28,3216.68,3161.29,3161.29,11780251200.0
2016-03-31,3218.09,3241.93,3208.66,3229.2,12155207400.0
2016-04-01,3221.89,3222.61,3165.86,3213.67,11812213900.0
2016-04-05,3264.49,3271.93,3205.21,3211.3,14604777200.0
2016-04-06,3257.53,3267.64,3236.2,3250.52,12019630500.0
2016-04-07,3209.29,3270.82,3208.64,3266.29,11240946700.0
2016-04-08,3185.73,3197.77,3163.3,3189.85,10100562500.0
2016-04-11,3230.1,3251.57,3213.51,3213.51,12521270900.0
2016-04-12,3218.45,3232.26,3198.9,3227.37,9286943700.0
2016-04-13,3261.38,3296.52,3237.86,3237.86,19561386600.0
2016-04-14,3275.83,3286.07,3252.05,3277.1,11315732700.0
2016-04-15,3272.21,3282.98,3261.73,3279.86,9980752900.0
2016-04-18,3228.45,3252.67,3221.66,3252.67,9709006900.0
2016-04-19,3238.3,3250.73,3221.58,3243.97,8087144000.0
2016-04-20,3181.03,3248.42,3107.37,3244.14,16220785800.0
2016-04-21,3160.6,3198.56,3150.94,3160.8,10475265100.0
2016-04-22,3174.9,3175.38,3137.99,3142.56,7707849200.0
2016-04-25,3162.03,3172.27,3137.11,3164.74,6751935100.0
2016-04-26,3179.16,3181.1,3150.4,3159.77,5902073400.0
2016-04-27,3165.92,3188.83,3162.69,3181.93,6000414700.0
2016-04-28,3160.58,3174.77,3135.64,3169.33,6987066000.0
2016-04-29,3156.75,3171.29,3149.4,3153.54,5802977600.0
2016-05-03,3213.54,3218.49,3151.4,3159.82,9816483500.0
2016-05-04,3209.46,3222.88,3198.29,3203.47,9086240800.0
2016-05-05,3213.92,3217.28,3196.57,3204.17,7473368100.0
2016-05-06,3130.35,3216.89,3130.15,3213.14,10868024000.0
2016-05-09,3065.62,3115.43,3055.01,3115.43,9923047700.0
2016-05-10,3069.11,3084.72,3055.18,3055.21,6884993500.0
2016-05-11,3082.81,3102.88,3063.09,3080.64,8179425800.0
2016-05-12,3090.14,3095.35,3035.02,3059.38,7876572600.0
2016-05-13,3074.94,3103.1,3064.69,3081.68,6262975500.0
2016-05-16,3095.31,3095.56,3053.66,3064.53,5946185600.0
2016-05-17,3086.02,3105.2,3073.46,3095.52,6527812500.0
2016-05-18,3068.04,3072.61,3039.46,3071.53,8271536900.0
2016-05-19,3062.5,3086.98,3058.14,3060.34,6044416600.0
2016-05-20,3078.22,3078.53,3041.52,3047.78,5608084200.0
2016-05-23,3087.22,3098.48,3076.5,3078.51,5969721600.0
2016-05-24,3063.56,3083.26,3052.59,3083.24,5873438500.0
2016-05-25,3059.23,3089.1,3054.87,3079.75,5665280300.0
2016-05-26,3064.21,3072.52,3027.44,3056.6,6039298100.0
2016-05-27,3062.5,3073.76,3052.18,3059.73,6046875000.0
2016-05-30,3066.71,3075.26,3037.66,3056.31,6309857900.0
2016-05-31,3169.56,3170.93,3068.6,3068.6,13886311100.0
2016-06-01,3160.55,3181.79,3159.82,3172.96,11314848200.0
2016-06-02,3167.1,3168.82,3151.07,3158.03,8600342700.0
2016-06-03,3189.33,3201.75,3162.09,3172.95,10149178300.0
2016-06-06,3178.79,3197.22,3168.55,3192.78,7669375100.0
2016-06-07,3177.05,3186.62,3168.18,3182.44,6892831400.0
2016-06-08,3163.99,3174.97,3148.35,3171.81,7629177500.0
2016-06-13,3066.34,3145.61,3065.77,3134.05,9297594700.0
2016-06-14,3075.98,3078.75,3055.66,3058.44,6627945700.0
2016-06-15,3116.37,3128.67,3042.23,3043.96,8739325700.0
2016-06-16,3094.67,3112.48,3089.48,3104.36,8297470300.0
2016-06-17,3110.36,3131.05,3096.09,3096.09,8540298500.0
2016-06-20,3112.67,3118.73,3089.71,3114.91,6358714100.0
2016-06-21,3106.32,3155.49,3097.94,3124.9,8796534500.0
2016-06-22,3133.96,3134.06,3096.99,3100.45,6648711300.0
2016-06-23,3117.32,3129.72,3102.48,3129.72,6775173800.0
2016-06-24,3077.16,3130.54,3033.97,3110.65,10479220800.0
2016-06-27,3120.54,3120.64,3064.97,3065.13,8326725900.0
2016-06-28,3136.4,3139.43,3099.7,3107.4,9202463700.0
2016-06-29,3151.39,3158.08,3139.13,3142.48,10372366800.0
2016-06-30,3153.92,3163.72,3148.2,3152.83,7969261700.0
2016-07-01,3154.2,3170.26,3148.29,3156.93,7174628300.0
2016-07-04,3204.7,3210.6,3134.02,3136.39,13331052900.0
2016-07-05,3207.38,3216.7,3198.0,3199.16,13022689500.0
2016-07-06,3216.8,3217.52,3183.45,3197.62,12489745800.0
2016-07-07,3209.95,3220.54,3190.12,3206.55,11859520200.0
2016-07-08,3192.28,3204.93,3183.96,3199.75,8973485500.0
2016-07-11,3203.33,3235.96,3197.63,3199.04,13852951100.0
2016-07-12,3273.18,3273.47,3200.3,3201.91,17253421700.0
2016-07-13,3282.87,3300.99,3271.78,3274.02,17519609000.0
2016-07-14,3276.76,3281.95,3259.07,3277.48,10752579800.0
2016-07-15,3276.28,3285.03,3265.29,3278.84,10266502600.0
2016-07-18,3262.02,3281.64,3251.77,3269.71,11031251800.0
2016-07-19,3248.23,3264.73,3226.2,3260.43,8888686100.0
2016-07-20,3237.61,3254.51,3232.26,3246.86,7270125500.0
2016-07-21,3252.52,3271.37,3238.3,3238.34,8600482500.0
2016-07-22,3225.16,3253.77,3220.89,3251.24,8602912800.0
2016-07-25,3230.89,3243.79,3218.14,3220.17,7020318500.0
2016-07-26,3269.59,3269.75,3228.01,3228.23,8105108900.0
2016-07-27,3218.24,3276.51,3157.41,3270.08,16018866500.0
2016-07-28,3221.14,3235.78,3195.27,3204.46,11277996400.0
2016-07-29,3203.93,3225.42,3198.68,3217.19,8804483700.0
2016-08-01,3176.81,3199.98,3156.75,3196.43,8700349700.0
2016-08-02,3189.05,3189.05,3165.54,3173.76,6216763900.0
2016-08-03,3193.51,3197.16,3173.54,3179.68,7286410200.0
2016-08-04,3201.29,3201.55,3170.42,3190.55,7350437300.0
2016-08-05,3205.11,3224.87,3192.86,3201.35,7719636600.0
2016-08-08,3234.18,3234.48,3187.25,3199.57,8667605100.0
2016-08-09,3256.98,3257.33,3229.17,3232.6,9106525900.0
2016-08-10,3243.34,3261.86,3242.75,3255.18,9043037200.0
2016-08-11,3233.36,3274.03,3232.61,3239.56,10104121300.0
2016-08-12,3294.23,3294.23,3231.14,3231.81,11625404400.0
2016-08-15,3393.42,3417.91,3302.38,3303.47,22054342100.0
2016-08-16,3378.25,3418.69,3372.02,3403.38,19638974000.0
2016-08-17,3373.05,3394.39,3356.92,3377.77,13884768800.0
2016-08-18,3364.49,3394.79,3349.69,3369.95,14238016900.0
2016-08-19,3365.02,3374.05,3341.19,3358.55,11996150800.0
2016-08-22,3336.79,3372.83,3335.47,3364.68,10795100800.0
2016-08-23,3341.83,3359.65,3324.96,3332.62,9292451600.0
2016-08-24,3329.86,3348.13,3323.73,3341.93,8119142900.0
2016-08-25,3308.97,3315.08,3279.81,3314.08,10058915300.0
2016-08-26,3307.09,3328.95,3301.74,3312.5,8153069100.0
2016-08-29,3307.78,3315.08,3297.07,3306.57,7703633300.0
2016-08-30,3311.99,3325.12,3304.6,3310.32,7572598700.0
2016-08-31,3327.79,3333.97,3304.66,3310.57,7957080500.0
2016-09-01,3301.58,3329.35,3301.21,3326.74,8494721900.0
2016-09-02,3314.11,3320.43,3295.76,3298.72,8279180300.0
2016-09-05,3319.68,3338.42,3314.63,3321.01,7829247700.0
2016-09-06,3342.63,3347.95,3300.13,3322.02,9828399800.0
2016-09-07,3340.82,3357.36,3337.75,3344.07,10294010600.0
2016-09-08,3339.56,3343.39,3328.23,3338.01,7191615800.0
2016-09-09,3318.04,3344.95,3318.04,3339.37,8265703600.0
2016-09-12,3262.6,3276.72,3234.57,3271.87,12291768200.0
2016-09-13,3260.33,3269.22,3246.39,3265.34,6718028800.0
2016-09-14,3238.73,3254.99,3231.34,3245.74,7043269700.0
2016-09-19,3263.12,3264.9,3242.74,3242.74,5883108200.0
2016-09-20,3257.4,3265.04,3252.39,3264.66,5278420600.0
2016-09-21,3266.64,3270.9,3254.32,3257.71,5914297900.0
2016-09-22,3291.12,3303.2,3277.98,3281.47,7575354200.0
2016-09-23,3275.67,3293.92,3275.03,3292.28,5799398600.0
2016-09-26,3220.28,3267.69,3220.28,3267.69,7045218600.0
2016-09-27,3240.75,3240.78,3214.44,3214.87,5846055000.0
2016-09-28,3230.89,3243.65,3228.0,3243.65,4472749800.0
2016-09-29,3244.39,3257.77,3234.8,3234.86,5545255600.0
2016-09-30,3253.28,3260.94,3239.04,3240.18,4497802200.0
2016-10-10,3293.87,3294.64,3258.96,3265.36,8051926000.0
2016-10-11,3306.56,3308.0,3292.88,3296.87,8771316300.0
2016-10-12,3300.01,3302.56,3289.75,3299.14,6866978100.0
2016-10-13,3302.65,3307.41,3292.4,3299.16,8122419800.0
2016-10-14,3305.85,3306.69,3285.73,3298.73,8231627100.0
2016-10-17,3277.88,3309.01,3271.54,3305.96,8611350900.0
2016-10-18,3321.33,3321.33,3272.68,3272.68,10286071400.0
2016-10-19,3316.24,3332.52,3309.83,3323.3,10116772500.0
2016-10-20,3318.6,3324.9,3312.17,3317.18,7923887100.0
2016-10-21,3327.74,3341.56,3309.18,3315.72,10978517600.0
2016-10-24,3367.58,3382.83,3330.97,3332.51,15301434500.0
2016-10-25,3367.45,3373.91,3356.59,3367.48,11119169300.0
2016-10-26,3354.8,3367.83,3349.57,3365.2,9802478600.0
2016-10-27,3345.7,3352.35,3335.13,3351.46,7762985100.0
2016-10-28,3340.13,3370.75,3337.29,3347.14,9313330900.0
2016-10-31,3336.28,3340.47,3317.33,3332.41,7135286300.0
2016-11-01,3359.05,3359.39,3334.46,3338.71,7493819900.0
2016-11-02,3333.35,3356.4,3331.38,3350.71,9119710400.0
2016-11-03,3365.09,3379.99,3324.84,3326.9,12622350400.0
2016-11-04,3354.17,3377.64,3348.43,3362.21,10406965500.0
2016-11-07,3356.59,3362.74,3342.31,3353.44,9987798800.0
2016-11-08,3371.12,3383.92,3361.13,3367.7,10314828200.0
2016-11-09,3353.05,3373.1,3322.08,3370.6,13911005900.0
2016-11-10,3390.61,3403.02,3374.91,3374.91,13470553500.0
2016-11-11,3417.22,3422.67,3382.89,3387.95,19878149600.0
2016-11-14,3430.25,3452.62,3408.14,3409.22,21324710500.0
2016-11-15,3429.87,3434.92,3415.99,3428.87,13456632000.0
2016-11-16,3429.59,3435.64,3419.24,3432.43,12980851100.0
2016-11-17,3436.53,3437.67,3412.88,3423.47,12156173100.0
2016-11-18,3417.46,3443.12,3413.27,3437.49,11595120500.0
2016-11-21,3441.11,3463.14,3412.08,3412.65,14643452900.0
2016-11-22,3468.36,3469.22,3443.22,3443.22,16852344600.0
2016-11-23,3474.73,3492.96,3465.76,3473.89,16238850400.0
2016-11-24,3488.74,3508.16,3467.01,3468.81,14574630100.0
2016-11-25,3521.3,3521.3,3463.95,3490.04,15362150600.0
2016-11-28,3535.08,3553.36,3528.32,3538.68,20737548300.0
2016-11-29,3564.04,3583.72,3521.38,3525.9,23691835600.0
2016-11-30,3538.0,3567.07,3527.02,3557.64,17856017800.0
2016-12-01,3565.04,3575.97,3543.24,3543.96,18017076100.0
2016-12-02,3528.95,3562.55,3516.79,3559.77,19635548000.0
2016-12-05,3469.41,3496.88,3457.34,3473.69,18085235500.0
2016-12-06,3459.15,3477.59,3456.81,3466.24,11552909000.0
2016-12-07,3475.75,3475.75,3445.76,3458.37,11434510300.0
2016-12-08,3470.14,3484.34,3466.51,3481.81,11738392200.0
2016-12-09,3493.7,3507.93,3461.76,3464.87,15030330800.0
2016-12-12,3409.18,3495.8,3400.79,3489.27,18746775100.0
2016-12-13,3405.04,3416.21,3370.6,3394.21,12110509700.0
2016-12-14,3378.95,3412.28,3378.27,3399.41,12400774400.0
2016-12-15,3340.43,3378.04,3327.14,3363.86,11496066000.0
2016-12-16,3346.03,3356.29,3330.49,3335.36,9077542200.0
2016-12-19,3328.98,3344.86,3325.0,3342.34,8164067800.0
2016-12-20,3309.06,3329.1,3289.27,3328.3,8756959200.0
2016-12-21,3338.54,3342.48,3313.75,3313.75,10825499500.0
2016-12-22,3335.67,3340.36,3322.72,3335.12,9227724900.0
2016-12-23,3307.6,3334.89,3300.88,3333.4,9744471300.0
2016-12-26,3322.4,3322.42,3267.05,3293.22,8979398200.0
2016-12-27,3316.39,3330.23,3315.83,3319.21,7548635900.0
2016-12-28,3301.89,3320.55,3293.17,3315.75,6900043700.0
2016-12-29,3297.76,3312.11,3288.1,3297.04,7008792300.0
2016-12-30,3310.08,3313.55,3295.75,3302.6,7174411600.0
2017-01-03,3342.23,3345.26,3313.95,3313.95,8656789600.0
2017-01-04,3368.31,3369.57,3338.15,3340.56,9005082700.0
2017-01-05,3367.79,3373.41,3361.46,3368.34,8833635700.0
2017-01-06,3347.67,3368.87,3346.89,3366.85,8745911400.0
2017-01-09,3363.9,3366.22,3344.35,3345.75,8370794200.0
2017-01-10,3358.27,3370.51,3354.09,3361.64,8381916000.0
2017-01-11,3334.5,3366.63,3334.3,3355.8,9107143800.0
2017-01-12,3317.62,3343.13,3315.96,3332.69,8123913500.0
2017-01-13,3319.91,3338.17,3309.37,3317.96,8418058900.0
2017-01-16,3319.45,3322.78,3264.21,3314.15,15777913500.0
2017-01-17,3326.36,3327.38,3292.2,3305.6,6945332800.0
2017-01-18,3339.37,3350.96,3320.41,3323.34,7062322700.0
2017-01-19,3329.29,3346.5,3324.68,3330.95,6615980800.0
2017-01-20,3354.89,3358.41,3326.37,3326.98,6530046200.0
2017-01-23,3364.08,3378.74,3355.85,3359.05,7555749800.0
2017-01-24,3364.45,3371.32,3355.9,3363.14,6619422600.0
2017-01-25,3375.9,3376.44,3357.22,3361.66,5837693100.0
2017-01-26,3387.96,3395.88,3378.26,3378.26,6531664700.0
2017-02-03,3364.49,3392.48,3362.57,3390.93,5518886100.0
2017-02-06,3373.21,3381.33,3358.75,3368.11,6852136000.0
2017-02-07,3365.68,3376.71,3354.63,3371.77,6375446200.0
2017-02-08,3383.29,3383.69,3347.43,3361.78,7540287900.0
2017-02-09,3396.29,3406.59,3379.79,3381.9,9755851500.0
2017-02-10,3413.49,3422.33,3398.03,3398.32,12376872000.0
2017-02-13,3436.28,3439.54,3416.87,3416.92,12014453800.0
2017-02-14,3435.8,3440.67,3424.4,3438.51,9480946500.0
2017-02-15,3421.71,3448.03,3417.08,3435.39,12764333800.0
2017-02-16,3440.93,3440.93,3418.35,3421.83,10827696200.0
2017-02-17,3421.44,3457.56,3419.61,3443.62,11460003600.0
2017-02-20,3471.39,3472.6,3421.64,3421.64,13262886200.0
2017-02-21,3482.82,3490.09,3472.02,3475.06,11484200900.0
2017-02-22,3489.76,3489.95,3473.52,3483.2,10281599400.0
2017-02-23,3473.32,3492.96,3460.12,3487.57,9953633000.0
2017-02-24,3473.85,3473.85,3455.25,3468.96,9553513300.0
2017-02-27,3446.22,3472.84,3441.39,3471.13,9867216000.0
2017-02-28,3452.81,3460.91,3441.36,3445.03,7521526000.0
2017-03-01,3458.44,3472.7,3449.11,3452.21,10326035400.0
2017-03-02,3435.1,3468.47,3434.0,3463.48,8989807700.0
